Run,Env,PET_Abundance.x,MHET_Abundance.x,Bioproject,Biosample,Source,Location,Latitude,Longtitude
SRR20079012,rhizosphere,0.449820072,2.314744787,PRJNA855473,SAMN29493186,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079013,rhizosphere,2.282296651,2.446781226,PRJNA855473,SAMN29493185,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079014,rhizosphere,1.666666667,2.451544352,PRJNA855473,SAMN29493184,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079015,rhizosphere,0.461448598,1.850055011,PRJNA855473,SAMN29493183,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079019,rhizosphere,1.563937443,0.788539887,PRJNA855473,SAMN29493200,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079020,rhizosphere,1.048211898,1.845491542,PRJNA855473,SAMN29493199,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079021,rhizosphere,0.823045267,0.293944738,PRJNA855473,SAMN29493198,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079029,rhizosphere,3.363840489,3.675036568,PRJNA855473,SAMN29493191,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079030,rhizosphere,1.980431044,2.873929583,PRJNA855473,SAMN29493190,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079031,rhizosphere,1.747409014,1.248149296,PRJNA855473,SAMN29493189,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079032,rhizosphere,0.471135496,2.692202835,PRJNA855473,SAMN29493188,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20079033,rhizosphere,1.854749665,1.753186861,PRJNA855473,SAMN29493187,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129
SRR20241719,marine,4.452218159,1.214967971,PRJNA847179,SAMN29046840,marine metagenome,USA: Massachusetts,42.419857,-70.907329
SRR20241866,marine,2.398496612,1.250644662,PRJNA847179,SAMN29046877,marine metagenome,USA: Massachusetts,42.419857,-70.907329
SRR20242028,marine,4.719214879,1.255648245,PRJNA847179,SAMN29046860,marine metagenome,USA: Massachusetts,42.419857,-70.907329
SRR20242062,marine,3.211999751,1.23891419,PRJNA847179,SAMN29046813,marine metagenome,USA: Massachusetts,42.419857,-70.907329
SRR20242106,marine,6.711409396,1.821668265,PRJNA847179,SAMN29047116,marine metagenome,USA: Massachusetts,42.419857,-70.907329
SRR20746676,wetland,3.009178891,1.883395077,PRJNA816601,SAMN29862836,soil metagenome,Australia,-34.913942,138.553823
SRR20746677,wetland,12.98211264,1.440501044,PRJNA816601,SAMN29862835,soil metagenome,Australia,-34.9307,138.519973
SRR20746678,wetland,1.810184643,4.006588482,PRJNA816601,SAMN29862834,soil metagenome,Australia,-34.930506,138.51958
SRR20746679,wetland,13.70772762,1.585150794,PRJNA816601,SAMN29862833,soil metagenome,Australia,-34.928722,138.522005
SRR20746680,wetland,8.08788448,2.248775917,PRJNA816601,SAMN29862832,soil metagenome,Australia,-34.928642,138.52174
SRR20746681,wetland,13.31535144,0.434241175,PRJNA816601,SAMN29862831,soil metagenome,Australia,-34.9334,138.5106
SRR20746682,wetland,6.391207813,2.014992346,PRJNA816601,SAMN29862851,soil metagenome,Australia,-34.916541,138.535989
SRR20746683,wetland,21.28639413,0.769891578,PRJNA816601,SAMN29862850,soil metagenome,Australia,-34.91667,138.536233
SRR20746684,wetland,10.27590613,1.276761256,PRJNA816601,SAMN29862849,soil metagenome,Australia,-34.913668,138.553782
SRR20746685,wetland,1.944296556,1.125960454,PRJNA816601,SAMN29862848,soil metagenome,Australia,-34.913942,138.553823
SRR20746686,wetland,3.451498855,5.66751415,PRJNA816601,SAMN29862830,soil metagenome,Australia,-34.93314,138.51056
SRR20746687,wetland,10.7763001,1.353623436,PRJNA816601,SAMN29862847,soil metagenome,Australia,-34.9307,138.519973
SRR20746688,wetland,0.339275041,2.250247803,PRJNA816601,SAMN29862846,soil metagenome,Australia,-34.930506,138.51958
SRR20746689,wetland,9.542649867,2.1226129,PRJNA816601,SAMN29862845,soil metagenome,Australia,-34.928722,138.522005
SRR20746690,wetland,5.448971192,2.536400793,PRJNA816601,SAMN29862844,soil metagenome,Australia,-34.928642,138.52174
SRR20746691,wetland,14.66212627,0.365307319,PRJNA816601,SAMN29862843,soil metagenome,Australia,-34.9334,138.5106
SRR20746692,wetland,3.997850687,4.626697304,PRJNA816601,SAMN29862842,soil metagenome,Australia,-34.93314,138.51056
SRR20746693,wetland,30.74257592,0.311976159,PRJNA816601,SAMN29862841,soil metagenome,Australia,-34.934353,138.504578
SRR20746694,wetland,2.026969925,3.776316236,PRJNA816601,SAMN29862840,soil metagenome,Australia,-34.93413,138.50452
SRR20746695,wetland,21.50340471,1.034846115,PRJNA816601,SAMN29862839,soil metagenome,Australia,-34.91667,138.536233
SRR20746696,wetland,5.255513845,0.95211277,PRJNA816601,SAMN29862838,soil metagenome,Australia,-34.916541,138.535989
SRR20746697,wetland,31.21116627,0.613887853,PRJNA816601,SAMN29862829,soil metagenome,Australia,-34.934353,138.504578
SRR20746698,wetland,2.267687215,5.011117381,PRJNA816601,SAMN29862828,soil metagenome,Australia,-34.93413,138.50452
SRR21120495,wetland,0.723609535,0.103372791,PRJNA869844,SAMN30327962,sediment metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85
SRR21120497,wetland,0.177011056,0.188977364,PRJNA869844,SAMN30327964,sediment metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85
SRR21120501,wetland,2.579948683,1.876889438,PRJNA869844,SAMN30327968,root metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85
SRR21120502,wetland,0.478484688,0.664019568,PRJNA869844,SAMN30327969,root metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85
SRR21203432,compost,16.7487399,0.014812414,PRJNA785864,SAMN30463972,manure metagenome,Russia: Tomsk region,59,82
SRR21430006,marine,0.984199834,0.051905432,PRJNA776705,SAMN30677863,marine metagenome,China: Hainan,18.4269,108.9792
SRR21430007,marine,0.350794647,1.38311758,PRJNA776705,SAMN30677862,marine metagenome,China: Hainan,18.4106,108.9394
SRR21430008,marine,0.411472185,0.671861408,PRJNA776705,SAMN30677861,marine metagenome,China: Hainan,19.1517,108.6719
SRR21430009,marine,4.357805741,1.18278475,PRJNA776705,SAMN30677860,marine metagenome,China: Hainan,19.8567,109.2317
SRR21430010,marine,0.59176434,0.369985039,PRJNA776705,SAMN30677859,marine metagenome,China: Hainan,19.74,109.2133
SRR21705855,freshwater,1.064667522,2.063689023,PRJNA883825,,,,40.22,116.23
SRR21705880,freshwater,0.442967885,0.56986975,PRJNA883825,,,,40.22,116.23
SRR21705884,freshwater,0.433563417,0.235362998,PRJNA883825,,,,40.22,116.23
SRR21705886,freshwater,0.850027277,0.678503916,PRJNA883825,,,,40.22,116.23
SRR21705889,freshwater,0.775397296,0.212761453,PRJNA883825,,,,40.22,116.23
SRR21856588,marinesediment,0.03982497,0.635777199,PRJNA889212,SAMN31233760,marine sediment metagenome,Denmark: Kaloe Vig Marina,56.242694,10.3385
SRR21856589,marinesediment,0.065926089,0.197778268,PRJNA889212,SAMN31233759,marine sediment metagenome,Denmark: Kaloe Vig Marina,56.242694,10.3385
SRR21860266,phyllosphere,0.32040941,2.451609171,PRJNA889178,SAMN31237791,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860267,phyllosphere,0.319701994,5.008715691,PRJNA889178,SAMN31237790,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860268,phyllosphere,0.38132662,2.308252837,PRJNA889178,SAMN31237789,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860269,phyllosphere,0.31026445,4.566978255,PRJNA889178,SAMN31237788,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860270,phyllosphere,0.069929102,2.826513635,PRJNA889178,SAMN31237787,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860271,phyllosphere,1.34659066,6.115139292,PRJNA889178,SAMN31233391,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860272,phyllosphere,0.052097263,0.819854742,PRJNA889178,SAMN31233390,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860274,phyllosphere,19.05793319,3.211409825,PRJNA889178,SAMN31237824,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860275,phyllosphere,9.478146968,3.092250414,PRJNA889178,SAMN31237823,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860276,phyllosphere,15.14964262,1.858258929,PRJNA889178,SAMN31237822,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860277,phyllosphere,25.93351464,4.687872065,PRJNA889178,SAMN31237818,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860278,phyllosphere,0.057705685,2.201059707,PRJNA889178,SAMN31237817,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860279,phyllosphere,0.059460628,4.061099763,PRJNA889178,SAMN31237804,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860280,phyllosphere,0.18711704,2.123493546,PRJNA889178,SAMN31237802,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860281,phyllosphere,0.364215791,5.035369962,PRJNA889178,SAMN31237801,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860282,phyllosphere,0.592566517,2.158806146,PRJNA889178,SAMN31237793,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR21860283,phyllosphere,0.098258099,4.710826566,PRJNA889178,SAMN31237792,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52
SRR22215818,wetland,0.22072783,1.027060107,PRJNA898102,SAMN31599178,soil metagenome,France: Bellefontaine wetland fen,46.56904,6.081651
SRR22215820,wetland,0.758072064,0.721973394,PRJNA898102,SAMN31599176,soil metagenome,France: Bellefontaine wetland fen,46.569,6.081611
SRR22256691,freshwater,0.147438695,1.423600776,PRJNA794347,,,,39.134531,-76.89146
SRR22256700,freshwater,0.505677025,8.660034437,PRJNA794347,,,,39.012613,-77.03073
SRR22256702,freshwater,0.363494235,8.400617232,PRJNA794347,,,,39.012613,-77.03073
SRR22256703,freshwater,1.279017464,7.242361009,PRJNA794347,,,,39.012613,-77.03073
SRR22256704,freshwater,0.433333113,9.197147705,PRJNA794347,,,,39.012613,-77.03073
SRR22315501,landfill,0.038430085,0.018940542,PRJNA900590,SAMN31696092,landfill metagenome,USA,38.96,-75.67
SRR22315504,landfill,0.296266003,0.026745977,PRJNA900590,SAMN31696089,landfill metagenome,USA,38.96,-75.67
SRR22315506,landfill,0.057423801,0.083982309,PRJNA900590,SAMN31696087,landfill metagenome,USA,38.96,-75.67
SRR22315507,landfill,0.134494228,0.106355375,PRJNA900590,SAMN31696086,landfill metagenome,USA,38.96,-75.67
SRR22315509,landfill,0.052951445,0.183385291,PRJNA900590,SAMN31696084,landfill metagenome,USA,38.96,-75.67
SRR22541063,Volcano,1.46900017,0.218446602,PRJNA905085,SAMN31864664,volcano metagenome,"China:Junggar Basin,Aiqigou mud volcano",44.19,84.5
SRR22541067,Volcano,15.06027708,0.438230199,PRJNA905085,SAMN31864660,volcano metagenome,"China:Junggar Basin,Aiqigou mud volcano",44.19,84.5
SRR22541068,Volcano,13.77560662,0.064918251,PRJNA905085,SAMN31864659,volcano metagenome,"China:Junggar Basin,Aiqigou mud volcano",44.19,84.5
SRR22541070,Volcano,6.567817071,0.088273555,PRJNA905085,SAMN31864657,volcano metagenome,"China:Junggar Basin,Aiqigou mud volcano",44.19,84.5
SRR22541071,Volcano,1.691892359,0.122632626,PRJNA905085,SAMN31864666,volcano metagenome,"China:Junggar Basin,Aiqigou mud volcano",44.19,84.5
SRR22541073,Volcano,6.493203407,0.223084736,PRJNA905085,SAMN31864656,volcano metagenome,"China:Junggar Basin,Aiqigou mud volcano",44.19,84.5
SRR22703641,rhizosphere,6.711180644,1.14346733,PRJNA911313,SAMN32175476,soil metagenome,China:GuangXi,108.33,22.84
SRR22703642,rhizosphere,4.241097614,1.138424154,PRJNA911313,SAMN32175506,soil metagenome,China:GuangXi,108.33,22.84
SRR22703643,rhizosphere,4.462901261,2.681598834,PRJNA911313,SAMN32175480,soil metagenome,China:GuangXi,108.33,22.84
SRR22703644,rhizosphere,6.418726207,2.581469501,PRJNA911313,SAMN32175478,soil metagenome,China:GuangXi,108.33,22.84
SRR22703645,rhizosphere,3.389840909,1.840798768,PRJNA911313,SAMN32175472,soil metagenome,China:GuangXi,108.33,22.84
SRR22703646,rhizosphere,7.364775968,1.794903247,PRJNA911313,SAMN32175504,soil metagenome,China:GuangXi,108.33,22.84
SRR22703647,rhizosphere,5.240726951,1.606056795,PRJNA911313,SAMN32175488,soil metagenome,China:GuangXi,108.33,22.84
SRR22703648,rhizosphere,8.016334123,0.65567721,PRJNA911313,SAMN32175490,soil metagenome,China:GuangXi,108.33,22.84
SRR22703649,rhizosphere,5.535718001,0.367665426,PRJNA911313,SAMN32175474,soil metagenome,China:GuangXi,108.33,22.84
SRR22703650,rhizosphere,5.372409326,1.673015418,PRJNA911313,SAMN32175492,soil metagenome,China:GuangXi,108.33,22.84
SRR22703651,rhizosphere,2.697311755,1.973873098,PRJNA911313,SAMN32175494,soil metagenome,China:GuangXi,108.33,22.84
SRR22703652,rhizosphere,5.044598699,0.887800054,PRJNA911313,SAMN32175496,soil metagenome,China:GuangXi,108.33,22.84
SRR22703653,rhizosphere,5.433443621,0.772164802,PRJNA911313,SAMN32175498,soil metagenome,China:GuangXi,108.33,22.84
SRR22703654,rhizosphere,4.388305375,1.232901659,PRJNA911313,SAMN32175500,soil metagenome,China:GuangXi,108.33,22.84
SRR22703655,rhizosphere,6.920467615,1.325733715,PRJNA911313,SAMN32175482,soil metagenome,China:GuangXi,108.33,22.84
SRR22703656,rhizosphere,6.031422981,0.445246918,PRJNA911313,SAMN32175502,soil metagenome,China:GuangXi,108.33,22.84
SRR22703657,rhizosphere,6.952674291,2.020973679,PRJNA911313,SAMN32175484,soil metagenome,China:GuangXi,108.33,22.84
SRR22703658,rhizosphere,4.746274366,0.68723428,PRJNA911313,SAMN32175486,soil metagenome,China:GuangXi,108.33,22.84
SRR22804965,freshwater,0.061571352,0.500707028,PRJNA901345,,,,30.11,115.06
SRR22804967,freshwater,0.519295777,0.359644829,PRJNA901345,,,,33.06,80.24
SRR22870106,Volcano,0.249543692,4.494090519,PRJNA914229,SAMN32324545,sediment metagenome,Tonga: HTHH,-20.5376,-175.38232
SRR22870112,Volcano,1.339341666,2.209346153,PRJNA914229,SAMN32324539,sediment metagenome,Tonga: HTHH,-20.5351,-175.38568
SRR22870114,Volcano,13.67558273,2.148870182,PRJNA914229,SAMN32324535,sediment metagenome,Tonga: HTHH,-20.54222,-175.40329
SRR22870116,Volcano,3.139213557,0.089564774,PRJNA914229,SAMN32324532,sediment metagenome,Tonga: HTHH,-20.53907,-175.3839
SRR22870120,Volcano,22.97512642,3.289142051,PRJNA914229,SAMN32324525,sediment metagenome,Tonga: HTHH,-20.53722,-175.3845
SRR23026118,rhizosphere,4.014610845,7.585677848,PRJNA919054,SAMN32618493,soil metagenome,China:Hei longjiang,47.3,123.9
SRR23026119,rhizosphere,3.515215418,5.532165327,PRJNA919054,SAMN32618492,soil metagenome,China:Hei longjiang,47.3,123.9
SRR23026120,rhizosphere,5.446048588,6.156416409,PRJNA919054,SAMN32618491,soil metagenome,China:Hei longjiang,47.3,123.9
SRR23026121,rhizosphere,3.52339836,3.553234075,PRJNA919054,SAMN32618490,soil metagenome,China:Hei longjiang,47.3,123.9
SRR23026122,rhizosphere,2.47152844,5.567134601,PRJNA919054,SAMN32618489,soil metagenome,China:Hei longjiang,47.3,123.9
SRR23026124,rhizosphere,4.586490732,3.840415618,PRJNA919054,SAMN32618487,soil metagenome,China:Hei longjiang,47.3,123.9
SRR23026125,rhizosphere,4.613617402,3.022102387,PRJNA919054,SAMN32618486,soil metagenome,China:Hei longjiang,47.3,123.9
SRR23026126,rhizosphere,4.971301841,3.824374122,PRJNA919054,SAMN32618485,soil metagenome,China:Hei longjiang,47.3,123.9
SRR23026127,rhizosphere,3.276951192,3.496321586,PRJNA919054,SAMN32618484,soil metagenome,China:Hei longjiang,47.3,123.9
SRR23135032,petroleum,1.635749801,0.072886297,PRJNA925191,SAMN32783465,marine sediment metagenome,"Canada: Kivalliq, Nunavut",60.47316,-93.57573
SRR23272968,wetland,5.443219669,0.4573451,PRJNA897804,SAMN32940978,wetland metagenome,India: Hyderabad,17.4301,78.5416
SRR23274337,wetland,26.40510335,0.954708394,PRJNA897804,SAMN32939452,wetland metagenome,India,17.4301,78.5416
SRR23315084,wetland,5.196675883,2.160840852,PRJNA677886,SAMN32964306,soil metagenome,China:Tibet,29.36,91.06
SRR23315085,wetland,3.256926313,0.653031051,PRJNA677886,SAMN32964305,soil metagenome,China:Tibet,29.36,91.06
SRR23315086,wetland,2.448562341,1.545284715,PRJNA677886,SAMN32964304,soil metagenome,China:Tibet,29.36,91.06
SRR23315087,wetland,3.875341744,0.966325529,PRJNA677886,SAMN32964303,soil metagenome,China:Tibet,29.36,91.06
SRR23315088,wetland,2.711561087,1.811501176,PRJNA677886,SAMN32964302,soil metagenome,China:Tibet,29.36,91.06
SRR23315089,wetland,1.110960391,1.250653238,PRJNA677886,SAMN32964301,soil metagenome,China:Tibet,29.36,91.06
SRR23315090,wetland,4.25613883,0.661469655,PRJNA677886,SAMN32964300,soil metagenome,China:Tibet,29.36,91.06
SRR23315091,wetland,2.705670137,0.999660325,PRJNA677886,SAMN32964299,soil metagenome,China:Tibet,29.36,91.06
SRR23315092,wetland,4.59311897,2.28660451,PRJNA677886,SAMN32964314,soil metagenome,China:Tibet,29.36,91.06
SRR23315093,wetland,0.796866103,2.714249478,PRJNA677886,SAMN32964313,soil metagenome,China:Tibet,29.36,91.06
SRR23315094,wetland,2.061122957,1.204552377,PRJNA677886,SAMN32964312,soil metagenome,China:Tibet,29.36,91.06
SRR23315095,wetland,0.916534076,3.144820398,PRJNA677886,SAMN32964311,soil metagenome,China:Tibet,29.36,91.06
SRR23315096,wetland,3.097013279,2.397502573,PRJNA677886,SAMN32964310,soil metagenome,China:Tibet,29.36,91.06
SRR23315097,wetland,5.880373282,5.366124388,PRJNA677886,SAMN32964309,soil metagenome,China:Tibet,29.36,91.06
SRR23315098,wetland,3.922889969,1.625530635,PRJNA677886,SAMN32964308,soil metagenome,China:Tibet,29.36,91.06
SRR23315099,wetland,3.702549083,2.498813542,PRJNA677886,SAMN32964307,soil metagenome,China:Tibet,29.36,91.06
SRR23315100,wetland,7.475159468,1.932989691,PRJNA677886,SAMN32964298,soil metagenome,China:Tibet,29.36,91.06
SRR23315101,wetland,5.655328622,1.888456838,PRJNA677886,SAMN32964297,soil metagenome,China:Tibet,29.36,91.06
SRR23337892,marinesediment,1.295836788,2.218895287,PRJNA931124,SAMN33051296,marine sediment metagenome,"India: coastal line of the Bay of Bengal, Balasore",21.453,87.043
SRR23425233,rhizosphere,4.606270537,4.178630114,PRJNA931801,SAMN33099727,soil metagenome,China,34.25,112.42
SRR23651772,rhizosphere,3.481799933,3.9562984,PRJNA939938,SAMN33549384,soil metagenome,China:Nanjing,31.43,118.47
SRR23651773,rhizosphere,5.012372622,1.718089617,PRJNA939938,SAMN33549383,soil metagenome,China:Nanjing,31.43,118.47
SRR23651774,rhizosphere,2.354603298,2.834817916,PRJNA939938,SAMN33549382,soil metagenome,China:Nanjing,31.43,118.47
SRR23651775,rhizosphere,4.738451197,2.256804836,PRJNA939938,SAMN33549381,soil metagenome,China:Nanjing,31.43,118.47
SRR23651776,rhizosphere,2.783521865,8.959154837,PRJNA939938,SAMN33549380,soil metagenome,China:Nanjing,31.43,118.47
SRR23651777,rhizosphere,4.932382147,4.575633498,PRJNA939938,SAMN33549379,soil metagenome,China:Nanjing,31.43,118.47
SRR23651778,rhizosphere,3.901667913,3.037273143,PRJNA939938,SAMN33549378,soil metagenome,China:Nanjing,31.43,118.47
SRR23651779,rhizosphere,4.652978215,3.280189155,PRJNA939938,SAMN33549377,soil metagenome,China:Nanjing,31.43,118.47
SRR23684426,freshwater,0.292852522,8.438828205,PRJNA794347,,,,39.224529,-77.45029
SRR23684441,freshwater,0.69844358,0.997776543,PRJNA794347,,,,38.980515,-77.22838
SRR23684454,freshwater,0.700007217,0.37250384,PRJNA794347,,,,38.936781,-76.5075
SRR23684457,freshwater,0.524252371,12.82246809,PRJNA794347,,,,39.624294,-78.38469
SRR23684459,freshwater,0.790984511,16.33319878,PRJNA794347,,,,39.624294,-78.38469
SRR23684460,freshwater,1.421734234,2.132601351,PRJNA794347,,,,38.678787,-75.77469
SRR23684466,freshwater,0.816620808,0.709682369,PRJNA794347,,,,39.603493,-77.26976
SRR23684480,freshwater,1.003130042,0.272278154,PRJNA794347,,,,38.167829,-75.94783
SRR23684491,freshwater,0.650331687,1.865058375,PRJNA794347,,,,39.644604,-78.2515
SRR23684492,freshwater,0.285660185,1.191611058,PRJNA794347,,,,39.644604,-78.2515
SRR23684501,freshwater,0.226347673,0.120449297,PRJNA794347,,,,38.681451,-75.95077
SRR23684527,freshwater,0.185403232,0.197322011,PRJNA794347,,,,39.537414,-78.61286
SRR23684532,freshwater,0.89418511,2.766095115,PRJNA794347,,,,39.448438,-77.72762
SRR23684538,freshwater,0.478087082,0.084803542,PRJNA794347,,,,39.060642,-76.47267
SRR23684541,freshwater,0.910498042,10.04840345,PRJNA794347,,,,39.409759,-76.64868
SRR23684543,freshwater,1.043459325,0.926445937,PRJNA794347,,,,39.448438,-77.72762
SRR23684544,freshwater,0.334485002,0.356946283,PRJNA794347,,,,39.409759,-76.64868
SRR23684545,freshwater,0.2901278,0.772778724,PRJNA794347,,,,39.409759,-76.64868
SRR23684550,freshwater,0.352450033,8.641615601,PRJNA794347,,,,39.603463,-77.29424
SRR23684554,freshwater,0.328697206,1.050425308,PRJNA794347,,,,39.448438,-77.72762
SRR23725312,rhizosphere,6.011708196,1.288991356,PRJNA940606,SAMN33575057,soil metagenome,Thailand,17.2599,104.1594
SRR23725313,rhizosphere,2.066761364,0.843576067,PRJNA940606,SAMN33575056,soil metagenome,Thailand,17.2647,104.1592
SRR23913140,landfill,4.38311193,0.894503366,PRJNA946647,SAMN33826070,landfill metagenome,China:Taizhou,28.01,120.17
SRR23913141,landfill,2.646327905,0.989349228,PRJNA946647,SAMN33826069,landfill metagenome,China:Taizhou,28.01,120.17
SRR23913142,landfill,1.619194552,0.941776423,PRJNA946647,SAMN33826068,landfill metagenome,China:Taizhou,28.01,120.17
SRR23913143,landfill,1.238353529,0.510281004,PRJNA946647,SAMN33826067,landfill metagenome,China:Taizhou,28.01,120.17
SRR23913144,landfill,0.416457643,0.057192021,PRJNA946647,SAMN33826066,landfill metagenome,China:Taizhou,28.01,120.17
SRR23913145,landfill,1.769432672,0.344924599,PRJNA946647,SAMN33826065,landfill metagenome,China:Taizhou,28.01,120.17
SRR23985142,marinesediment,0.159338744,0.429645542,PRJNA945508,SAMN33942853,marine sediment metagenome,China: beihai,21.29,108.5045
SRR23985278,marinesediment,0.463460849,1.589543525,PRJNA945508,SAMN33943134,marine sediment metagenome,China: beihai,21.29,108.5045
SRR23985293,marinesediment,0.620584509,1.430415491,PRJNA945508,SAMN33943735,marine sediment metagenome,China: beihai,21.29,108.5045
SRR23985294,marinesediment,0.383311174,0.62116775,PRJNA945508,SAMN33943734,marine sediment metagenome,China: beihai,21.29,108.5045
SRR23985295,marinesediment,1.511506276,0.891173684,PRJNA945508,SAMN33943733,marine sediment metagenome,China: beihai,21.29,108.5045
SRR23986797,marinesediment,0.223919834,1.076668673,PRJNA945508,SAMN33944294,marine sediment metagenome,China: beihai,21.29,108.5045
SRR24044291,compost,3.930849874,0.146791146,PRJNA951460,SAMN34043053,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044293,compost,25.73071189,0.071059064,PRJNA951460,SAMN34043051,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044296,compost,23.34271605,0.190488163,PRJNA951460,SAMN34043085,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044297,compost,28.4128745,0.110457981,PRJNA951460,SAMN34043084,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044299,compost,21.63242357,0.178042216,PRJNA951460,SAMN34043083,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044300,compost,7.694679395,0.199336024,PRJNA951460,SAMN34043082,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044301,compost,6.397308509,0.125183016,PRJNA951460,SAMN34043081,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044302,compost,6.235604737,0.280735902,PRJNA951460,SAMN34043080,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044303,compost,6.425163119,0.53131634,PRJNA951460,SAMN34043079,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044304,compost,5.880305703,0.52375844,PRJNA951460,SAMN34043078,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044305,compost,6.970677703,0.975196099,PRJNA951460,SAMN34043077,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044306,compost,13.85923838,0.715512307,PRJNA951460,SAMN34043076,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044307,compost,11.21833975,0.238308968,PRJNA951460,SAMN34043075,gut metagenome,"China: Wei Fang,Shan Dong",36.62,119.1
SRR24044308,compost,15.7430882,0.260525369,PRJNA951460,SAMN34043074,gut metagenome,"China: Wei Fan,Shan Dong",36.62,119.1
SRR24044311,compost,87.90596123,0.14946304,PRJNA951460,SAMN34043072,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044312,compost,86.5745094,0.4732424,PRJNA951460,SAMN34043071,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044313,compost,17.63720007,0.070138195,PRJNA951460,SAMN34043070,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044314,compost,25.06170469,0.07814384,PRJNA951460,SAMN34043069,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044315,compost,29.01000837,0.287443463,PRJNA951460,SAMN34043068,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044316,compost,28.88810308,0.638153415,PRJNA951460,SAMN34043067,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044317,compost,34.85548869,0.145258101,PRJNA951460,SAMN34043066,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044318,compost,32.19805864,0.244643784,PRJNA951460,SAMN34043065,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044319,compost,16.81032427,0.118239648,PRJNA951460,SAMN34043064,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044320,compost,20.81825018,0.378459103,PRJNA951460,SAMN34043046,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044322,compost,20.05184312,0.062469894,PRJNA951460,SAMN34043062,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044323,compost,8.860761334,0.324280969,PRJNA951460,SAMN34043061,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
