Run,BioSample,BioProject,Source,Location,Lat,Lon,Env,MHET_Abundance
SRR15646761,SAMN21013454,PRJNA758121,soil metagenome,,25.39,100.43,rhizosphere,0.932075595
SRR15646762,SAMN21013453,PRJNA758121,soil metagenome,,25.39,100.43,rhizosphere,0.926798578
SRR15677213,SAMN21157284,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.961254464
SRR15677214,SAMN21157283,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.908072844
SRR15677215,SAMN21157274,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.73269774
SRR15677216,SAMN21157273,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.78125
SRR15677217,SAMN21157282,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.405764656
SRR15677218,SAMN21157281,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,1.093294461
SRR15677219,SAMN21157280,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.873216272
SRR15677220,SAMN21157279,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.703729768
SRR15677221,SAMN21157278,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.372467223
SRR15677222,SAMN21157277,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,2.250506758
SRR15677223,SAMN21157276,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.277044097
SRR15677224,SAMN21157301,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.472353733
SRR15677225,SAMN21157300,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.668215217
SRR15677226,SAMN21157299,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.739076583
SRR15677227,SAMN21157298,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.601726487
SRR15677228,SAMN21157297,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.701783937
SRR15677229,SAMN21157296,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.490856127
SRR15677230,SAMN21157295,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.639613545
SRR15677231,SAMN21157294,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.294362452
SRR15677232,SAMN21157293,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.793523953
SRR15677233,SAMN21157275,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.638119894
SRR15677234,SAMN21157292,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.161175581
SRR15677235,SAMN21157291,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.220993248
SRR15677236,SAMN21157290,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,1.313993734
SRR15677237,SAMN21157289,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.81599224
SRR15677238,SAMN21157288,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.553350586
SRR15677239,SAMN21157287,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.924734641
SRR15677240,SAMN21157286,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,0.406751277
SRR15677241,SAMN21157285,PRJNA728365,freshwater sediment metagenome,"USA: California, Lake County",38.41,-122.31,wetland,1.144115975
SRR15714818,SAMN21216028,PRJNA760478,volcano metagenome,Costa Rica,10.197,-84.2298,volcano,0.748112677
SRR15714819,SAMN21216027,PRJNA760478,volcano metagenome,Costa Rica,10.197,-84.2298,volcano,0.476695658
SRR1572169,SAMN02929681,PRJNA255918,sediment metagenome,Antarctica: Warren Cave on Mt. Erebus Volcano,-77.35167,167.166724,volcano,0.190682439
SRR15947147,SAMN21465149,PRJNA763981,soil metagenome,South Africa: Free State,-27.28,26.72,rhizosphere,2.696444113
SRR15947148,SAMN21465149,PRJNA763981,soil metagenome,South Africa: Free State,-27.28,26.72,rhizosphere,2.094605973
SRR15947149,SAMN21465149,PRJNA763981,soil metagenome,South Africa: Free State,-27.28,26.72,rhizosphere,3.429325956
SRR15947150,SAMN21465149,PRJNA763981,soil metagenome,South Africa: Free State,-27.28,26.72,rhizosphere,0.984987433
SRR15947152,SAMN21465149,PRJNA763981,soil metagenome,South Africa: Free State,-27.28,26.72,rhizosphere,1.053953692
SRR15947153,SAMN21465149,PRJNA763981,soil metagenome,South Africa: Free State,-27.28,26.72,rhizosphere,0.763125763
SRR15947154,SAMN21465149,PRJNA763981,soil metagenome,South Africa: Free State,-27.28,26.72,rhizosphere,3.752144082
SRR15947155,SAMN21465149,PRJNA763981,soil metagenome,South Africa: Free State,-27.28,26.72,rhizosphere,0.967204002
SRR15947157,SAMN21465149,PRJNA763981,soil metagenome,South Africa: Free State,-27.28,26.72,rhizosphere,2.331282446
SRR15947158,SAMN21465149,PRJNA763981,soil metagenome,South Africa: Free State,-27.28,26.72,rhizosphere,2.153661793
SRR16028405,SAMN21575217,PRJNA704804,marine metagenome,Pacific Ocean: Eastern Tropical South Pacific,-16.7,-79,marine,0.181559404
SRR16028411,SAMN21575223,PRJNA704804,marine metagenome,Pacific Ocean: Eastern Tropical South Pacific,-16.7,-79,marine,0.140929404
SRR16028412,SAMN21575222,PRJNA704804,marine metagenome,Pacific Ocean: Eastern Tropical South Pacific,-16.7,-79,marine,0.072525474
SRR16547334,SAMN22544000,PRJNA773918,soil metagenome,China: Heilongjiang,47.16,124.21,wetland,0.912067353
SRR16547335,SAMN22543999,PRJNA773918,soil metagenome,China: Heilongjiang,47.16,124.21,wetland,1.961953521
SRR16547336,SAMN22543998,PRJNA773918,soil metagenome,China: Heilongjiang,47.16,124.21,wetland,1.163698535
SRR16547337,SAMN22543997,PRJNA773918,soil metagenome,China: Heilongjiang,47.16,124.21,wetland,0.521811605
SRR16547338,SAMN22543996,PRJNA773918,soil metagenome,China: Heilongjiang,47.16,124.21,wetland,1.024636823
SRR16547339,SAMN22543995,PRJNA773918,soil metagenome,China: Heilongjiang,47.16,124.21,wetland,0.536161938
SRR16686517,SAMN22814771,PRJNA776705,marine metagenome,Indian Ocean,-28,63.5,marine,0.179147496
SRR16768025,SAMN20327783,PRJNA748243,freshwater metagenome,Romania,45.7507,26.833,volcano,0.897859144
SRR16768026,SAMN20327781,PRJNA748243,freshwater metagenome,Romania,45.7507,26.833,volcano,0.322296936
SRR16768029,SAMN20327785,PRJNA748243,freshwater metagenome,Romania,45.7507,26.833,volcano,0.510406063
SRR16797976,SAMN22876307,PRJNA777435,metagenome,Spain: southern Galicia,43.03,-8.08,compost,0.688295579
SRR16797977,SAMN22876306,PRJNA777435,metagenome,Spain: southern Galicia,43.03,-8.08,compost,1.030068789
SRR16797978,SAMN22876305,PRJNA777435,metagenome,Spain: southern Galicia,43.03,-8.08,compost,2.920967156
SRR16797979,SAMN22876304,PRJNA777435,metagenome,Spain: southern Galicia,43.03,-8.08,compost,3.504648153
SRR16797980,SAMN22876303,PRJNA777435,metagenome,Spain: southern Galicia,43.03,-8.08,compost,0.436312795
SRR16797981,SAMN22876302,PRJNA777435,metagenome,Spain: southern Galicia,43.03,-8.08,compost,0.349574929
SRR16797999,SAMN22876300,PRJNA777435,metagenome,Spain: southern Galicia,43.03,-8.08,compost,2.701082488
SRR16798008,SAMN22876309,PRJNA777435,metagenome,Spain: southern Galicia,43.03,-8.08,compost,2.185429306
SRR16798009,SAMN22876308,PRJNA777435,metagenome,Spain: southern Galicia,43.03,-8.08,compost,4.395794478
SRR16798072,SAMN22929136,PRJNA778086,soil metagenome,China:Puer,23.1,100.2,rhizosphere,1.194306931
SRR16798073,SAMN22929135,PRJNA778086,soil metagenome,China:Puer,23.1,100.2,rhizosphere,1.515621074
SRR16798074,SAMN22929134,PRJNA778086,soil metagenome,China:Puer,23.1,100.2,rhizosphere,1.219081613
SRR16798123,SAMN22929169,PRJNA778086,soil metagenome,China:Puer,23.1,100.2,rhizosphere,1.698980425
SRR16798124,SAMN22929168,PRJNA778086,soil metagenome,China:Puer,23.1,100.2,rhizosphere,3.279419937
SRR16798125,SAMN22929167,PRJNA778086,soil metagenome,China:Puer,23.1,100.2,rhizosphere,1.848322765
SRR16915451,SAMN23040518,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.878313521
SRR16915452,SAMN23040500,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.46028934
SRR16915453,SAMN23040498,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,4.607555741
SRR16915454,SAMN23040516,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.085646937
SRR16915455,SAMN23040514,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.112848515
SRR16915456,SAMN23040512,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.293559565
SRR16915457,SAMN23040510,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.347361563
SRR16915458,SAMN23040508,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.917819104
SRR16915459,SAMN23040506,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.67514756
SRR16915460,SAMN23040504,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.269229138
SRR16915461,SAMN23040556,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.508281307
SRR16915462,SAMN23040554,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.527833638
SRR16915463,SAMN23040552,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.219879411
SRR16915464,SAMN23040550,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.419827282
SRR16915465,SAMN23040548,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.040943921
SRR16915466,SAMN23040546,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.654710551
SRR16915467,SAMN23040544,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.070750054
SRR16915468,SAMN23040542,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.981695831
SRR16915469,SAMN23040540,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.281477927
SRR16915470,SAMN23040538,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.98886709
SRR16915471,SAMN23040502,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,4.194298627
SRR16915472,SAMN23040536,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.639067566
SRR16915473,SAMN23040534,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.568819351
SRR16915474,SAMN23040532,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.826143138
SRR16915475,SAMN23040530,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,5.127023125
SRR16915476,SAMN23040528,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,4.085453053
SRR16915477,SAMN23040526,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.419594773
SRR16915478,SAMN23040524,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,3.30382252
SRR16915479,SAMN23040522,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.456461303
SRR16915480,SAMN23040520,PRJNA779554,soil metagenome,USA: Washington,47.884722,-120.158333,rhizosphere,2.554755477
SRR17012560,SAMN23393990,PRJNA782751,soil metagenome,"USA: Lind, WA",46.97,-118.62,rhizosphere,24.83145818
SRR17012561,SAMN23393989,PRJNA782751,soil metagenome,"USA: Lind, WA",46.97,-118.62,rhizosphere,10.0572537
SRR17012564,SAMN23393988,PRJNA782751,soil metagenome,"USA: Lind, WA",46.97,-118.62,rhizosphere,20.54544468
SRR17012565,SAMN23393987,PRJNA782751,soil metagenome,"USA: Lind, WA",46.97,-118.62,rhizosphere,8.19110893
SRR17036897,SAMN23436148,PRJNA783518,soil metagenome,China: Fuzhou,28.37,106.58,rhizosphere,2.867201397
SRR17036898,SAMN23436147,PRJNA783518,soil metagenome,China: Fuzhou,28.37,106.58,rhizosphere,0.132893472
SRR17036899,SAMN23436146,PRJNA783518,soil metagenome,China: Fuzhou,28.37,106.58,rhizosphere,8.829343829
SRR17036900,SAMN23436145,PRJNA783518,soil metagenome,China: Fuzhou,28.37,106.58,rhizosphere,11.64581901
SRR17036901,SAMN23436144,PRJNA783518,soil metagenome,China: Fuzhou,28.37,106.58,rhizosphere,2.288329301
SRR17036902,SAMN23436143,PRJNA783518,soil metagenome,China: Fuzhou,28.37,106.58,rhizosphere,2.618750835
SRR17036903,SAMN23436142,PRJNA783518,soil metagenome,China: Fuzhou,28.37,106.58,rhizosphere,1.965994435
SRR17036904,SAMN23436141,PRJNA783518,soil metagenome,China: Fuzhou,28.37,106.58,rhizosphere,3.127691645
SRR17041387,SAMN23431682,PRJNA782422,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414,compost,1.146482473
SRR17041388,SAMN23431681,PRJNA782422,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414,compost,1.152089499
SRR17041389,SAMN23431680,PRJNA782422,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414,compost,1.1197973
SRR17041390,SAMN23431679,PRJNA782422,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414,compost,0.958265037
SRR17041391,SAMN23382800,PRJNA782422,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414,compost,0.098420579
SRR17041395,SAMN23382798,PRJNA782422,compost metagenome,Germany:Eckernfoerde,54.49016392,9.80877414,compost,0.222543973
SRR17191898,SAMN23585749,PRJNA785864,gut metagenome,"Russia: Kemerovo region, village Makuryno",56.033883,84.670111,compost,1.720634379
SRR17191899,SAMN23585748,PRJNA785864,gut metagenome,"Russia: Kemerovo region, village Makuryno",56.033883,84.670111,compost,1.084235806
SRR17191900,SAMN23585747,PRJNA785864,gut metagenome,"Russia: Kemerovo region, village Makuryno",56.033883,84.670111,compost,2.092180926
SRR17191901,SAMN23585746,PRJNA785864,gut metagenome,"Russia: Tomsk region, village ""Voskhod"", no. 16",56.454,85.043,compost,1.30275797
SRR17191902,SAMN23585745,PRJNA785864,gut metagenome,"Russia: Tomsk region, Takhtamyshevo village, Sovetskaya street 30",56.381333,84.882667,compost,0.751971459
SRR17191903,SAMN23585744,PRJNA785864,gut metagenome,"Russia: Tomsk region, Kaftanchikovo village, Light street 9",56.331556,84.855472,compost,1.705425371
SRR17191904,SAMN23585743,PRJNA785864,gut metagenome,"Russia: Tomsk region, Kopylovo village",56.607694,85.116639,compost,2.296740492
SRR17191905,SAMN23585742,PRJNA785864,gut metagenome,"Russia: Tomsk region, village ""Veteran"" 4, No. 105",56.380361,85.008417,compost,0.530659129
SRR17191906,SAMN23585741,PRJNA785864,gut metagenome,"Russia: Tomsk region, village ""Veteran"" 4, No. 104",56.380306,85.008694,compost,1.762059385
SRR17191907,SAMN23585740,PRJNA785864,gut metagenome,Russia: Tomsk region,56.394101,85.016555,compost,1.737926726
SRR17204920,NA,NA,NA,NA,NA,NA,landfill,0.252051691
SRR17204926,NA,NA,NA,NA,NA,NA,landfill,0.180908524
SRR17204927,NA,NA,NA,NA,NA,NA,landfill,2.007214945
SRR17204929,NA,NA,NA,NA,NA,NA,landfill,2.088247359
SRR17204930,NA,NA,NA,NA,NA,NA,landfill,3.506300022
SRR17204931,NA,NA,NA,NA,NA,NA,landfill,2.814935065
SRR17204932,NA,NA,NA,NA,NA,NA,landfill,2.032667108
SRR17204933,NA,NA,NA,NA,NA,NA,landfill,0.112372052
SRR17204934,NA,NA,NA,NA,NA,NA,landfill,0.93673962
SRR17204935,NA,NA,NA,NA,NA,NA,landfill,0.746156165
SRR17204936,NA,NA,NA,NA,NA,NA,landfill,0.224034231
SRR17204937,NA,NA,NA,NA,NA,NA,landfill,0.09035929
SRR17204939,NA,NA,NA,NA,NA,NA,landfill,0.402770088
SRR17204941,NA,NA,NA,NA,NA,NA,landfill,0.095437402
SRR17204942,NA,NA,NA,NA,NA,NA,landfill,0.088352617
SRR17204943,NA,NA,NA,NA,NA,NA,landfill,0.287543964
SRR17204945,NA,NA,NA,NA,NA,NA,landfill,0.103924177
SRR17204946,NA,NA,NA,NA,NA,NA,landfill,0.266420787
SRR17204949,NA,NA,NA,NA,NA,NA,landfill,0.577732126
SRR17224011,SAMN24012784,PRJNA788625,marine metagenome,Philippines: Bolinao,16.22,119.54,marine,0.046463419
SRR17401453,SAMN24468171,PRJNA792827,pond metagenome,USA: Wyoming,41.03340973,-106.6103115,wetland,0.908639619
SRR17401454,SAMN24468170,PRJNA792827,pond metagenome,USA: Wyoming,41.01211929,-106.5857536,wetland,1.48545265
SRR17401461,SAMN24468175,PRJNA792827,pond metagenome,USA: Wyoming,40.955436,-106.634877,wetland,4.240549808
SRR17401462,SAMN24468174,PRJNA792827,pond metagenome,USA: Wyoming,40.948671,-106.644905,wetland,3.038522485
SRR17401463,SAMN24468173,PRJNA792827,pond metagenome,USA: Wyoming,40.987039,-106.585401,wetland,1.829979658
SRR17401464,SAMN24468172,PRJNA792827,pond metagenome,USA: Wyoming,40.973396,-106.630675,wetland,2.625835265
SRR17470357,SAMN24695633,PRJNA785333,marine metagenome,Pacific Ocean: Ocean Station PAPA,50.47482,-144.98,marine,0.145905923
SRR17541633,SAMN11493625,PRJNA338276,wetland metagenome,USA:Ohio,41.382783,-82.51465,wetland,0.343749144
SRR17541634,NA,NA,NA,NA,NA,NA,wetland,1.367921182
SRR17589674,SAMN24901494,PRJNA796582,marine sediment metagenome,USA:GULF OF MEXICO,28.74202,-88.3673,marinesediment,0.282072934
SRR17651685,SAMN24622223,PRJNA794308,soil metagenome,"Chile: High Andean, Salar de Huasco",-20.28711,-68.888333,wetland,0.379464286
SRR17651689,SAMN24622219,PRJNA794308,soil metagenome,"Chile: High Andean, Salar de Huasco",-20.28711,-68.888333,wetland,10.08373783
SRR17710019,SAMN25166260,PRJNA799442,soil metagenome,China:Baishui,35.28,109.46,rhizosphere,4.553323044
SRR17710020,SAMN25166259,PRJNA799442,soil metagenome,China:Baishui,35.28,109.46,rhizosphere,3.285271658
SRR17710021,SAMN25166258,PRJNA799442,soil metagenome,China:Yongshou,34.82,108.146,rhizosphere,7.017651083
SRR17710022,SAMN25166257,PRJNA799442,soil metagenome,China:Yongshou,34.838,108.087,rhizosphere,5.540562881
SRR17710023,SAMN25166256,PRJNA799442,soil metagenome,China:Yongshou,34.836,108.095,rhizosphere,3.219315895
SRR17710024,SAMN25166255,PRJNA799442,soil metagenome,China:Yongshou,34.836,108.095,rhizosphere,3.886551501
SRR17710025,SAMN25166254,PRJNA799442,soil metagenome,China:Zhengning,35.443,108.567,rhizosphere,3.259039973
SRR17710026,SAMN25166253,PRJNA799442,soil metagenome,China:Zhengning,35.443,108.567,rhizosphere,4.622017821
SRR17710027,SAMN25166266,PRJNA799442,soil metagenome,China:Ansai,36.561,109.235,rhizosphere,4.449000029
SRR17710028,SAMN25166265,PRJNA799442,soil metagenome,China:Ansai,36.561,109.235,rhizosphere,4.869770208
SRR17710029,SAMN25166264,PRJNA799442,soil metagenome,China:Ansai,36.561,109.235,rhizosphere,4.452575845
SRR17710030,SAMN25166263,PRJNA799442,soil metagenome,China:Ansai,36.561,109.235,rhizosphere,4.515546812
SRR17710031,SAMN25166262,PRJNA799442,soil metagenome,China:Baishui,35.281,109.367,rhizosphere,2.017333331
SRR17710032,SAMN25166261,PRJNA799442,soil metagenome,China:Baishui,35.28,109.46,rhizosphere,4.047152864
SRR17710033,SAMN25166252,PRJNA799442,soil metagenome,China:Zhengning,35.441,108.638,rhizosphere,5.774127486
SRR17710034,SAMN25166251,PRJNA799442,soil metagenome,China:Zhengning,35.441,108.638,rhizosphere,3.867953077
SRR17863203,SAMN06684313,PRJNA381623,hot springs metagenome,New Zealand: Rotorua,-38.063,176.36,hotspring,0.935524652
SRR17938967,SAMN25740214,PRJNA804379,soil metagenome,Russia: Novosibirsk,55.01,83.47,compost,2.789680791
SRR17938968,SAMN25740213,PRJNA804379,soil metagenome,Russia: Novosibirsk,55.01,83.47,compost,3.085559901
SRR17938969,SAMN25740212,PRJNA804379,soil metagenome,Russia: Novosibirsk,55,83.49,compost,2.623102385
SRR17938970,SAMN25740211,PRJNA804379,soil metagenome,Russia: Novosibirsk,55,83.49,compost,3.419437967
SRR17938971,SAMN25740210,PRJNA804379,soil metagenome,Russia: Novosibirsk,55,83.49,compost,1.879561881
SRR17938972,SAMN25740209,PRJNA804379,soil metagenome,Russia: Novosibirsk,55,83.49,compost,1.732150674
SRR17938973,SAMN25740208,PRJNA804379,soil metagenome,Russia: Novosibirsk,55,83.49,compost,1.168840653
SRR17938974,SAMN25740207,PRJNA804379,soil metagenome,Russia: Novosibirsk,55,83.49,compost,2.063591236
SRR17938975,SAMN25740220,PRJNA804379,soil metagenome,Russia: Novosibirsk,55.01,83.47,compost,2.019578747
SRR17938976,SAMN25740219,PRJNA804379,soil metagenome,Russia: Novosibirsk,55.01,83.47,compost,2.597739194
SRR17938977,SAMN25740218,PRJNA804379,soil metagenome,Russia: Novosibirsk,55.01,83.47,compost,2.984493395
SRR17938978,SAMN25740217,PRJNA804379,soil metagenome,Russia: Novosibirsk,55.01,83.47,compost,1.997623051
SRR17938979,SAMN25740216,PRJNA804379,soil metagenome,Russia: Novosibirsk,55.01,83.47,compost,1.981741325
SRR17938980,SAMN25740215,PRJNA804379,soil metagenome,Russia: Novosibirsk,55.01,83.47,compost,2.42008827
SRR17938981,SAMN25740206,PRJNA804379,soil metagenome,Russia: Novosibirsk,55,83.49,compost,0.95620503
SRR17938982,SAMN25740205,PRJNA804379,soil metagenome,Russia: Novosibirsk,55,83.49,compost,0.979869027
SRR18354917,SAMN26804930,PRJNA817422,soil metagenome,"India:Tamil Nadu,Coimbatore",11,76.93,wetland,0.88507383
SRR18354918,SAMN26804930,PRJNA817422,soil metagenome,"India:Tamil Nadu,Coimbatore",11,76.93,wetland,2.120193011
SRR18502801,SAMN27010174,PRJNA820494,marine sediment metagenome,Pacific Ocean,10.02,140.2,marinesediment,0.036493021
SRR18502802,SAMN27010173,PRJNA820494,marine sediment metagenome,Pacific Ocean,11.65,142.23,marinesediment,0.015707909
SRR18502803,SAMN27010172,PRJNA820494,marine sediment metagenome,Pacific Ocean,22.16,119.29,marinesediment,1.899662534
SRR18595300,SAMN27259106,PRJNA822698,groundwater metagenome,Canada: Waterloo,43.44,-80.58,landfill,0.052830994
SRR18595301,SAMN27259105,PRJNA822698,groundwater metagenome,Canada: Waterloo,43.44,-80.58,landfill,0.1833742
SRR18694233,SAMN27362034,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.666755794
SRR18694234,SAMN27362033,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.463562894
SRR18694235,SAMN27362032,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.484768498
SRR18694236,SAMN27362031,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.998115187
SRR18694237,SAMN27362030,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,3.087812273
SRR18694238,SAMN27362029,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.096644374
SRR18694239,SAMN27362028,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.400170653
SRR18694240,SAMN27362027,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,3.003824102
SRR18694241,SAMN27362042,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.064155543
SRR18694242,SAMN27362041,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,1.538578103
SRR18694243,SAMN27362040,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.81248816
SRR18694244,SAMN27362039,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.32776754
SRR18694245,SAMN27362038,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.299960776
SRR18694246,SAMN27362037,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.39052168
SRR18694247,SAMN27362036,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,3.240949276
SRR18694248,SAMN27362035,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,3.12034939
SRR18694249,SAMN27362026,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.955537841
SRR18694250,SAMN27362025,PRJNA823845,soil metagenome,"China:the Zoige plateau, Zoige county",33.68,103.22,wetland,2.201584608
SRR19039919,NA,NA,NA,NA,NA,NA,landfill,0.538126432
SRR19039920,NA,NA,NA,NA,NA,NA,landfill,0.634704998
SRR19039921,NA,NA,NA,NA,NA,NA,landfill,0.621388181
SRR19039922,NA,NA,NA,NA,NA,NA,landfill,0.715519467
SRR19039923,NA,NA,NA,NA,NA,NA,landfill,0.375248784
SRR19039924,NA,NA,NA,NA,NA,NA,landfill,1.114061463
SRR19160658,SAMN28180583,PRJNA835145,marine metagenome,Mexico:Gulf of Mexico,19.919167,-94.3475,marine,0.170235747
SRR19160659,SAMN28180582,PRJNA835145,marine metagenome,Mexico:Gulf of Mexico,19.919167,-94.3475,marine,0.449581829
SRR19161315,SAMN28004198,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.67,rhizosphere,2.37834461
SRR19161316,SAMN28004197,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.66,rhizosphere,2.730883153
SRR19161317,SAMN28004188,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.57,rhizosphere,6.145126208
SRR19161318,SAMN28004187,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.56,rhizosphere,1.482894751
SRR19161319,SAMN28004196,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.65,rhizosphere,2.203506896
SRR19161320,SAMN28004195,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.64,rhizosphere,2.021438398
SRR19161321,SAMN28004194,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.63,rhizosphere,1.219587773
SRR19161322,SAMN28004193,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.62,rhizosphere,2.991155956
